description,carb,fat,energy,protein,country,amount_type,queries
"['Garlic bread, from frozen', 'Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Water, bottled, unsweetened']","[30.87, 39.66]","[12.29, 14.77]","[259, 349.68]","[6.19, 14.56]",USA,metric,"I’ve got some garlic bread, weighing 74 grams, and a medium crust pepperoni pizza that’s 124 grams for dinner, and 507 grams of bottled water."
"['Cheese sandwich, American cheese, on white bread, no spread', 'Water, bottled, unsweetened']",[33.23],[11.84],[290.7],[12.41],USA,natural,"For lunch, it’s a simple cheese sandwich with American cheese on white bread, and 507 grams of bottled water."
"['Chapatti, brown rice flour with ghee', 'Tomato chutney', 'Water, bottled, unsweetened']","[107.2, 10.9]","[6.0, 9.5]","[528, 135]","[10.1, 1.2999999999999998]",PAK,metric,"For lunch, I'm having 122.6 grams of brown rice flour chapatti with ghee and 87.9 grams of tomato chutney, and 507 grams of bottled water."
"['CHOCOLATE CAKE', 'COCONUT OIL', 'HOTDOG', 'PORK LECHON( ROAST)', 'PORK PLATE FLAT, SAUTEED', 'RICE, WHITE, BOILED/STEAMED', 'SOFTDRINKS (COCA-COLA)', 'SPAGHETTI, COOKED', 'Water, bottled, unsweetened']","[41.51, 0.0, 0.28, 4.48, 0.0, 50.34, 23.31, 14.36]","[8.82, 2.97, 2.62, 83.36, 5.13, 0.34, 0.24, 0.13]","[261, 26, 30, 874, 60, 225, 95, 68]","[3.92, 0.0, 1.59, 26.4, 3.14, 3.56, 0.0, 1.95]",PHL,metric,"For dinner, my plate has 70g of chocolate cake, 3g of coconut oil, a 7.5g hotdog, and 160g of roast pork. I also added 10g of sautéed pork, 169.5g of boiled rice, a can of Coca-Cola weighing 237.9g, and 42.5g of spaghetti, and 507 grams of bottled water."
"['Soft drink, cola, diet', 'Beer, higher alcohol', 'Water, bottled, unsweetened']","[1.04, 0.97]","[0.11, 0]","[7.2, 208.8]","[0.4, 3.24]",USA,metric,"For my snack, I’m enjoying 360 grams of diet cola and 360 grams of a stronger beer, and 507 grams of bottled water."
"['Macaroni or noodles with cheese, Easy Mac type', 'Roll, white, hot dog bun', 'Ketchup', 'Frankfurter or hot dog, beef and pork', 'Water, bottled, unsweetened']","[42.61, 22.55, 4.66, 3.01]","[3.94, 1.76, 0.02, 14.51]","[233.2, 125.55, 17.17, 166.44]","[6.91, 4.4, 0.18, 5.83]",USA,metric,"For dinner, I'm having 212 grams of Easy Mac cheese noodles, 45 grams of a hot dog bun, and a 57-gram frankfurter. I also added 17 grams of ketchup on top, and 507 grams of bottled water."
"['Nutritional drink or shake, ready-to-drink (Boost)', 'Water, bottled, unsweetened']",[44.29],[4.33],[258.56],[10.8],USA,metric,"I’ve got a 256g ready-to-drink Boost shake for my breakfast, and 507 grams of bottled water."
"['Orange juice, 100%, canned, bottled or in a carton', 'Chocolate milk, ready to drink, low fat', 'Pig in a blanket, frankfurter or hot dog wrapped in dough', 'Water, bottled, unsweetened']","[14.31, 25.17, 16.42]","[0.15, 2.75, 18.56]","[60.76, 158.72, 275.4]","[0.84, 8.58, 10.06]",USA,natural,"For breakfast, I'm having an individual school carton of 100% orange juice, a cup of low-fat chocolate milk, and a pig in a blanket, and 507 grams of bottled water."
"['Breakfast tart', 'Grape juice, 100%', 'Milk, reduced fat (2%)', 'Water, bottled, unsweetened']","[38.79, 18.31, 11.98]","[4.87, 0.16, 4.64]","[207.9, 74.4, 122]","[2.17, 0.46, 8.17]",USA,metric,"I’m starting my day with a 54g Breakfast Tart, a glass of 100% grape juice weighing 124g, and 244g of 2% milk, and 507 grams of bottled water."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety, roller meal (unrefined),raw *bo', 'bread,rolls,dinner,plain', 'mango,ripe,w/skin,fresh,raw', 'sugar,white,raw (zambia sugar)', 'tea,brewed', 'Water, bottled, unsweetened']","[4.8, 17.7, 56.2, 43.5, 32.0, 1.0]","[14.8, 0.9, 7.0, 0.8, 0.0, 0.0]","[170, 83, 335, 166, 124, 3]","[7.7, 1.6, 11.8, 1.3, 0.0, 0.0]",ZMB,metric,"I had a breakfast that consisted of 30 grams of raw groundnut powder, 23 grams of white maize flour, and a 108g dinner roll. I also ate 256g of fresh mango, added 32g of white sugar, and enjoyed 333g of brewed tea, and 507 grams of bottled water."
"['Peanut butter sandwich, with regular peanut butter, on wheat bread', 'Water, bottled, unsweetened']",[34.39],[18.74],[349.6],[14.04],USA,metric,"For lunch, I'm having a peanut butter sandwich made with regular peanut butter on wheat bread, weighing 92 grams, and 507 grams of bottled water."
"['ARTIFICIAL BEVERAGE, FRUIT NECTAR, APPLE', 'COOKIE, CHOCOLATE-CHIP', 'Water, bottled, unsweetened']","[24.84, 23.46]","[0.0, 4.93]","[100, 145]","[0.0, 1.86]",CRI,metric,"I have a snack that includes 200 grams of fruit nectar and a 32g chocolate chip cookie, and 507 grams of bottled water."
"['Milk, whole', 'Gerber Finger Foods, Puffs, baby food', 'Water, bottled, unsweetened']","[11.39, 10.74]","[7.81, 1.39]","[146.4, 58.94]","[8.0, 0.9]",USA,natural,"For dinner, I'm enjoying a cup of whole milk paired with a cup of Gerber Puffs, and 507 grams of bottled water."
"['Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal', 'Water, bottled, unsweetened']",[66.32],[36.08],[804.96],[52.7],USA,natural,"I'm eating a 16.5 oz frozen dinner with Salisbury steak, some potatoes, a vegetable side, and a dessert, and 507 grams of bottled water."
"['Soft drink, pepper type', 'Quesadilla with vegetables and chicken', 'Water, bottled, unsweetened']","[38.54, 46.38]","[0.93, 26.01]","[156.24, 502.44]","[0, 20.38]",USA,metric,"I grabbed a 372g soft drink and a 159g quesadilla with chicken and vegetables for my lunch, and 507 grams of bottled water."
"['Nutrition bar or meal replacement bar, NFS', 'Potato chips, lightly salted', 'Pistachio nuts, salted', 'TWIX Caramel Cookie Bars', 'Water, bottled, unsweetened']","[15.3, 30.46, 15.75, 61.56]","[4.76, 20.13, 27.25, 23.61]","[144.84, 318.63, 334.08, 476.9]","[10.2, 3.82, 11.73, 4.66]",USA,natural,"I’m snacking on a nutrition bar, a medium serving of lightly salted potato chips, a cup of pistachios in their shells, and a king-size TWIX Caramel Cookie Bar, and 507 grams of bottled water."
"['* milk,cow,whole,fresh,raw *boiled*', 'mango,ripe,wo/skin,fresh,raw', 'sugar,all grades,raw  (zambia sugar)', 'tea,powder', 'Water, bottled, unsweetened']","[3.7, 88.9, 4.8, 0.0]","[2.7, 1.6, 0.0, 0.0]","[50, 340, 20, 0]","[2.7, 2.6, 0.2, 0.0]",ZMB,metric,"For breakfast, I'm having 83 grams of boiled whole raw milk, 523 grams of fresh ripe mango without skin, and 37 grams of raw sugar. I also have some powder tea (0 grams) on the side, and 507 grams of bottled water."
"['Bread, white', 'Bologna, NFS', 'Water, bottled, unsweetened']","[13.78, 1.77]","[1.01, 6.66]","[75.6, 78.68]","[2.64, 2.9]",USA,natural,"I'm enjoying a slice of bologna on a medium slice of white bread for dinner, and 507 grams of bottled water."
"['Potato, hash brown, from fast food', 'Hot pepper sauce', 'Burrito, taco, or quesadilla with egg and breakfast meat, from fast food', 'Banana, raw', 'Water, bottled, unsweetened']","[15.88, 0.07, 25.27, 28.78]","[9.37, 0.07, 17.19, 0.42]","[149.6, 1.08, 304.7, 112.14]","[1.42, 0.12, 12.21, 1.37]",USA,metric,"I had a quick breakfast of 55 grams of hash browns from fast food, a burrito with egg and breakfast meat weighing 110 grams, a 126-gram raw banana, and I put 9 grams of hot pepper sauce on the side, and 507 grams of bottled water."
"['Sports drink (Gatorade G)', 'Water, bottled, unsweetened']",[39.87],[0.0],[161.2],[0.0],USA,natural,"For a snack, I grabbed a bottle of Gatorade G, which is 20 fl oz, and 507 grams of bottled water."
"['Chicken breast, baked, broiled, or roasted, skin not eaten, from raw', 'Broccoli, fresh, cooked, no added fat', 'Water, bottled, unsweetened']","[0.0, 10.7]","[4.22, 0.59]","[193.2, 54.25]","[36.26, 4.54]",USA,natural,"For dinner, I served myself a medium chicken breast and a cup of fresh broccoli, cooked without any added fat, and 507 grams of bottled water."
"['Roll, sweet, cinnamon bun, frosted', 'Turnover, filled with egg, meat and cheese', 'Water, bottled, unsweetened']","[43.74, 13.23]","[23.95, 8.06]","[406.8, 145.92]","[4.0, 5.04]",USA,natural,"I’m starting my day with a medium cinnamon bun and a Hot Pocket that has egg, meat, and cheese in it, and 507 grams of bottled water."
"['Chicken thigh, grilled with sauce, skin eaten', 'Roll, white, soft', 'Milk, whole', 'Water, bottled, unsweetened']","[8.01, 26.06, 11.39]","[15.15, 2.03, 7.81]","[255.2, 145.08, 146.4]","[20.47, 5.08, 8]",USA,metric,"For lunch, I'm having 110 grams of grilled chicken thigh with sauce and the skin on, a soft white roll weighing 52 grams, and 244 grams of whole milk, and 507 grams of bottled water."
"['Cookie, peanut butter, with chocolate', 'Soft drink, root beer', 'Cookie, chocolate chip', 'Cookie, butter or sugar', 'Water, bottled, unsweetened']","[17.85, 39.43, 19.61, 20.2]","[7.59, 0, 7.42, 5.86]","[142.5, 152.52, 147.6, 139.2]","[2.34, 0, 1.53, 1.6]",USA,metric,"I'm enjoying a 30g cookie with peanut butter and chocolate for dinner, paired with a 372g root beer, plus a 30g chocolate chip cookie and a 30g cookie made with butter or sugar, and 507 grams of bottled water."
"['BEVERAGE, COFFEE, BREWED FROM GROUNDS, W/SUGAR AND WATER', 'MARMALADES', 'WHEAT BREAD, FRENCH-TYPE (GUATEMALA)', 'Water, bottled, unsweetened']","[20.3, 21.7, 29.1]","[0.0, 0.0, 1.4]","[80, 87, 152]","[0.3, 0.0, 6.0]",GTM,metric,"I started my day with a 239g cup of coffee sweetened with sugar, 41 grams of marmalade, and 56 grams of wheat bread, and 507 grams of bottled water."
"['Jowar Roti', 'Milk, cow', 'Sajka or Sanja', 'Water, bottled, unsweetened']","[40.9, 5.4, 40.0]","[1.8, 4.4, 0.1]","[191, 75, 169]","[4.5, 3.6, 1.7]",IND,metric,"I have a lunch of 45.9g Jowar Roti, 113.3g of cow milk, and 56.4g Sajka, and 507 grams of bottled water."
"['Orange, raw', 'Water, bottled, unsweetened']",[18.1],[0.18],[72.38],[1.45],USA,metric,"For a snack, I have a 154-gram orange, and 507 grams of bottled water."
"['Chewing gum, NFS', 'Peach, raw', 'Water, bottled, unsweetened']","[2.67, 15.15]","[0.01, 0.4]","[8.29, 63.0]","[0.0, 1.36]",USA,natural,"For a snack, I have a piece of chewing gum and a raw peach, and 507 grams of bottled water."
"['Soft drink, root beer', 'Potato, french fries, fast food', 'Cheeseburger, from fast food, 1 small patty', 'Water, bottled, unsweetened']","[39.43, 45.58, 27.39]","[0, 16.2, 17.11]","[152.52, 343.2, 343.85]","[0, 3.77, 18.95]",USA,metric,"For dinner, I'm having a small cheeseburger (115.0g) with a single patty, some fast food french fries (110.0g), and a root beer soft drink (372.0g), and 507 grams of bottled water."
"['Cookie, brownie, without icing', 'Tortilla chips, cool ranch flavor (Doritos)', 'Ketchup', 'Cookie, butter or sugar', 'Frankfurter or hot dog sandwich, beef, plain, on white bun', 'Water, bottled, unsweetened']","[19.17, 20.23, 4.66, 20.2, 24.29]","[4.89, 6.17, 0.02, 5.86, 18.56]","[121.5, 141.0, 17.17, 139.2, 314.16]","[1.44, 2.12, 0.18, 1.6, 11.41]",USA,natural,"For lunch, I'm having a small brownie cookie, a cup of Cool Ranch Doritos tortilla chips, a medium sugar cookie, and a beef frankfurter on a white bun with a tablespoon of ketchup, and 507 grams of bottled water."
"['Sports drink (Powerade)', 'Energy Drink', 'Water, bottled, unsweetened']","[77.77, 50.74]","[0.5, 0]","[317.44, 213.28]","[0, 2.28]",USA,metric,"For a snack, I'm having 992 grams of Powerade sports drink and 496 grams of an energy drink, and 507 grams of bottled water."
"['Apple, candied', 'Water, bottled, unsweetened']",[94.75],[6.88],[428.8],[4.29],USA,metric,"I’m snacking on 320 grams of candied apples, and 507 grams of bottled water."
"['Soft drink, cola', 'Whiskey', 'Water, bottled, unsweetened']","[38.54, 0.0]","[0.93, 0.0]","[156.24, 145.53]","[0.0, 0.0]",USA,natural,"I have a can of cola and a whiskey drink for my snack, and 507 grams of bottled water."
"['Soft drink, cola', 'Pizza with pepperoni, from restaurant or fast food,  medium crust', 'Water, bottled, unsweetened']","[38.54, 39.66]","[0.93, 14.77]","[156.24, 349.68]","[0, 14.56]",USA,metric,"I’m having a 124-gram slice of pepperoni pizza and a 372-gram cola soft drink for lunch, and 507 grams of bottled water."
"['Grilled cheese sandwich, American cheese, on white bread', 'Soft drink, pepper type', 'Water, bottled, unsweetened']","[33.29, 38.54]","[22.3, 0.93]","[383.96, 156.24]","[12.49, 0.0]",USA,natural,"Dinner consists of a grilled cheese sandwich on white bread with American cheese and a can of pepper soda, and 507 grams of bottled water."
"['Pizza with meat and vegetables, from restaurant or fast food, medium crust', 'Water, bottled, unsweetened']",[25.89],[11.12],[248.88],[11.24],USA,natural,"I'm enjoying a piece of medium crust pizza with some meat and vegetables for lunch, and 507 grams of bottled water."
"['Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS', 'Water, bottled, unsweetened']",[14.94],[3.99],[110.74],[3.84],USA,metric,"I’ve got 113 grams of yogurt made for babies, with some fruit and multigrain cereal in it for breakfast, and 507 grams of bottled water."
"['Tequila', 'Hard candy', 'Water, bottled, unsweetened']","[0.0, 5.88]","[0.0, 0.01]","[97.02, 23.64]","[0.0, 0.0]",USA,natural,"I decided to have a piece of hard candy and a shot of tequila for a quick snack, and 507 grams of bottled water."
"['Lobster, coated, fried', 'Water, bottled, unsweetened']",[14.8],[16.49],[316.1],[25.69],USA,metric,"I’m eating 145 grams of fried lobster for dinner, and 507 grams of bottled water."
"['SNICKERS Bar', 'MILKY WAY Bar', 'Water, bottled, unsweetened']","[10.46, 12.1]","[4.05, 2.93]","[83.47, 77.52]","[1.28, 0.68]",USA,metric,"I'm snacking on a 17g SNICKERS Bar along with a 17g MILKY WAY Bar, and 507 grams of bottled water."
"['Fruit juice drink', 'Water, bottled, unsweetened']",[18.6],[0],[74.4],[0],USA,metric,"At brunch, I’m drinking a fruit juice drink that's 744 grams, and 507 grams of bottled water."
"['Cookie, molasses', 'Water, bottled, unsweetened']",[33.21],[5.76],[193.5],[2.52],USA,natural,"I'm having a large molasses cookie for a snack, and 507 grams of bottled water."
"['Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food', 'Tea, iced, brewed, black, pre-sweetened with sugar', 'Potato, hash brown, from fast food', 'Water, bottled, unsweetened']","[45.95, 59.07, 15.88]","[36.1, 0.15, 9.37]","[626.78, 230.64, 149.6]","[28.88, 0, 1.42]",USA,metric,"For breakfast, I had a 259.0g burrito with egg, potato, and breakfast meat from fast food, along with a 744.0g pre-sweetened iced black tea and a 55.0g hash brown, and 507 grams of bottled water."
"['Chocolate milk, ready to drink, low fat', 'Fruit cocktail, canned, NFS', 'Hamburger, from school cafeteria', 'Water, bottled, unsweetened']","[25.17, 35.25, 23.55]","[2.75, 0.2, 6.63]","[158.72, 135, 221.4]","[8.58, 1.02, 16.17]",USA,metric,"For lunch today, I've got 250 grams of fruit cocktail, a 90-gram hamburger from school, and 248 grams of low-fat chocolate milk, and 507 grams of bottled water."
"['Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread', 'Beer, light', 'Water, bottled, unsweetened']","[53.12, 7.87]","[26.1, 0.0]","[553.8, 139.2]","[27.35, 1.15]",USA,natural,"I have a submarine sandwich filled with cold cuts, cheese, lettuce, and tomato, plus a 16 fl oz bottle of light beer for lunch, and 507 grams of bottled water."
"['Cookie, peanut butter', 'Raspberries, raw', 'Water, bottled, unsweetened']","[17.44, 17.91]","[7.15, 0.98]","[141.9, 78.0]","[2.68, 1.8]",USA,natural,"For my snack, it’s a medium cookie made of peanut butter and a cup of raw raspberries, and 507 grams of bottled water."
"['Egg and cheese on biscuit', 'Soft drink, pepper type', 'Water, bottled, unsweetened']","[24.15, 38.54]","[29.53, 0.93]","[420.0, 156.24]","[14.14, 0.0]",USA,natural,"For breakfast, I’m having an egg and cheese sandwich on a biscuit with a can of pepper soft drink, and 507 grams of bottled water."
"['Kit Kat', 'Fruit leather and fruit snacks candy', 'TWIX Caramel Cookie Bars', 'Water, bottled, unsweetened']","[9.69, 21.92, 10.37]","[3.9, 0.74, 3.98]","[77.7, 94.9, 80.32]","[0.98, 0.14, 0.79]",USA,metric,"I have 15 grams of Kit Kat, along with 26 grams of fruit snacks and 16 grams of TWIX Caramel Cookie Bars for my snack, and 507 grams of bottled water."
"['Coffee, brewed, blend of regular and decaffeinated', 'Water, bottled, unsweetened']",[0.0],[0.05],[0.0],[0.53],USA,natural,"This morning, I brewed a medium cup of coffee with both regular and decaffeinated beans, and 507 grams of bottled water."
"['Milk, lactose free, reduced fat (2%)', 'Water, bottled, unsweetened']",[11.98],[4.64],[122.0],[8.17],USA,natural,"For my snack, I'm having one cup of reduced-fat lactose-free milk, and 507 grams of bottled water."
"['Potato chips, plain', 'Soft drink, fruit flavored, caffeine free', 'Water, bottled, unsweetened']","[15.07, 37.72]","[9.51, 0.07]","[148.96, 148.8]","[1.79, 0.19]",USA,natural,"For lunch, I had a small bag of plain potato chips and a can of caffeine-free fruit-flavored soft drink, and 507 grams of bottled water."
"['Fermented tea infusion, INGREDIENT = Tap water, QUALITATIVE-INFO = Black', 'White sugar', 'Yams, PROCESS = Boiling', 'Water, bottled, unsweetened']","[0.0, 60.8, 123.1]","[0.0, 0.0, 0.7]","[0, 243, 571]","[0.0, 0.0, 8.5]",COD,metric,"I had a simple breakfast with 3.9 grams of black tea, 60.8 grams of white sugar, and a hefty serving of 426 grams of boiled yams, and 507 grams of bottled water."
"['Tortellini, cheese-filled, no sauce', 'Water, bottled, unsweetened']",[1.74],[0.27],[11.33],[0.5],USA,natural,"I’m having one piece of tortellini, which is filled with cheese, for dinner, and 507 grams of bottled water."
"['Ketchup', 'Egg omelet or scrambled egg, with meat, no added fat', 'Water, bottled, unsweetened']","[4.66, 0.58]","[0.02, 7.4]","[17.17, 109.9]","[0.18, 9.52]",USA,metric,"For breakfast, I enjoyed 70 grams of a meat-filled egg omelet along with 17 grams of ketchup, and 507 grams of bottled water."
