description,carb,fat,energy,protein,country,amount_type,queries
"['Cotton seed oil, edible', 'Salt,  PROCESS=Boiling', 'Sorghum grain, PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = W/o husks', 'Stock cubes or granulate (bouillon base)']","[0.0, 0.0, 150.7, 0.5]","[18.0, 0.0, 6.7, 0.1]","[159, 0, 685, 5]","[0.0, 0.0, 22.8, 0.5]",BFA,metric,"I have a snack that includes 202 grams of boiled sorghum grain, 18 grams of edible cotton seed oil, 6 grams of salt, and 3 grams of bouillon base."
"['* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* onion,large bulb,fresh,raw *boiled*', '* pumpkin leaves, fresh, raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'fish,nile perch(type3),smoked/dried,boiled', 'sourmilk,fresh,raw']","[100.0, 1.3, 0.2, 1.2, 2.6, 0.0, 15.2]","[5.1, 0.0, 0.0, 0.2, 0.1, 0.4, 12.5]","[469, 6, 1, 10, 12, 41, 216]","[9.0, 0.2, 0.0, 1.6, 0.6000000000000001, 8.7, 11.1]",ZMB,metric,"I had a snack consisting of 130g of maize flour, a couple of boiled onions (14g and 2g), 51g of boiled pumpkin leaves, and 67g of boiled tomato. I also included 35g of smoked Nile perch and drank 337g of fresh sour milk."
"['Fruit and vegetable smoothie, no dairy']",[31.32],[0.52],[129.6],[2.55],USA,metric,I’m having a dairy-free fruit and vegetable smoothie weighing 216 grams as a snack.
"['Fruit smoothie, with whole fruit and dairy, added protein', 'Egg, whole, cooked, NS as to cooking method']","[20.97, 0.34]","[2.61, 6.72]","[166.32, 87.5]","[15.94, 6]",USA,metric,"For breakfast today, I'm having a smoothie made with whole fruit and dairy, weighing 216 grams, alongside a 50-gram cooked whole egg."
"['Soft taco with meat, from fast food']",[20.03],[9.65],[203.94],[9.16],USA,natural,I grabbed a soft taco with meat from Taco Bell for dinner.
"['Sugar substitute, saccharin, powder', 'Cream, half and half', 'Coffee, brewed']","[0.89, 1.29, 0]","[0, 3.45, 0.05]","[3.6, 39.3, 2.4]","[0.01, 0.94, 0.29]",USA,metric,"For breakfast, I'm having 240 grams of brewed coffee with 30 grams of half and half and a pinch of 1 gram of saccharin powder."
"['Potato, french fries, fast food', 'Bread, white']","[45.58, 13.78]","[16.2, 1.01]","[343.2, 75.6]","[3.77, 2.64]",USA,natural,"For brunch, I'm having a small fast food order of french fries and a medium slice of white bread."
"['FISH PASTE', 'SWEET POTATO, YELLOW , BOILED']","[0.0, 35.28]","[2.16, 0.72]","[139, 151]","[28.08, 1.2]",PHL,metric,"For lunch, I've got 120g of fish paste and 120g of boiled sweet potato on my plate."
"['Cookie, chocolate chip', 'Soft taco with meat, from fast food']","[13.07, 20.84]","[4.94, 10.04]","[98.4, 212.18]","[1.02, 9.53]",USA,natural,"For lunch, I had a small chocolate chip cookie and a small soft taco with meat from a fast food place."
"['Soft drink, fruit flavored, caffeine free', 'Pizza with pepperoni, from frozen, medium crust']","[37.72, 70.64]","[0.07, 27.08]","[148.8, 644.98]","[0.19, 29.58]",USA,metric,Dinner consists of a 238-gram slice of pepperoni pizza and a 372-gram serving of a caffeine-free fruit soft drink.
"['Milk, fat free (skim)', 'Nutritional powder mix, protein, NFS']","[11.93, 1.94]","[0.2, 0.48]","[82.96, 109.12]","[8.37, 24.22]",USA,metric,"This morning, I combined 244 grams of fat-free milk with 31 grams of protein mix."
"['MANGO JUICE', 'PLAIN CAKE', 'SUGAR,WHITE,REFINED']","[4.84, 43.82, 14.98]","[0.28, 7.49, 0.0]","[22, 258, 58]","[0.16, 3.78, 0.0]",PHL,metric,"For a snack, I'm having 40g of mango juice, 70g of plain cake, and 15g of white refined sugar."
"['Chapatti, wheat flour with ghee', 'Okra fry, recipe']","[93.8, 3.8000000000000003]","[5.800000000000001, 5.0]","[523, 66]","[17.0, 0.7]",PAK,metric,I'm eating 132.3 grams of chapatti and 50.1 grams of okra fry for lunch.
"['FRIED RICE', 'SOFT DRINK, COLA CARBONATED', 'TORTILLA, MAIZE BASED']","[32.1, 31.87, 33.23]","[6.9, 0.07, 0.74]","[208, 123, 151]","[3.09, 0.23, 4.0]",GTM,metric,"For lunch, I had a 74-gram tortilla, 125 grams of fried rice, and 333.3 grams of cola."
"['Chocolate milk, NFS', 'Pizza, cheese, from school lunch, thin crust']","[33.38, 44.46]","[0.0, 11.23]","[166.16, 350.74]","[8.41, 18.06]",USA,natural,"For lunch, there's a cup of chocolate milk and a slice of school lunch cheese pizza on my plate."
"['FISH, BROILED', 'INDIAN PENNYWORT', 'POTATO, BOILED', 'WHITE RICE, COOKED']","[0.04, 1.15, 12.24, 56.0]","[3.5, 0.07, 2.54, 0.56]","[71, 2, 75, 258]","[9.55, 0.1, 1.12, 5.34]",LKA,metric,"For lunch today, I have 43 grams of broiled fish, 15 grams of Indian pennywort, 60 grams of boiled potato, and 200 grams of cooked white rice."
"['Curry sauce', 'Chicken drumstick, NS as to cooking method, skin eaten']","[0.79, 0.07]","[1.3, 6.88]","[14.88, 123.6]","[0.22, 15.39]",USA,metric,"For dinner, I'm having 16 grams of curry sauce with a 60-gram chicken drumstick, skin included."
"['Soft taco with meat, from fast food', 'Lo mein, with pork']","[20.03, 32.36]","[9.65, 7.58]","[203.94, 276]","[9.16, 18.96]",USA,metric,Dinner tonight consists of a 99-gram soft taco with meat from fast food and 200 grams of lo mein with pork.
"['Burrito, taco, or quesadilla with egg and breakfast meat, from fast food', 'Salsa, red, commercially-prepared']","[25.27, 0.71]","[17.19, 0.02]","[304.7, 3.04]","[12.21, 0.15]",USA,metric,I enjoyed a fast food breakfast burrito weighing 110 grams and dipped it in 10.5 grams of red salsa.
"['Sour cream, regular', 'Ground beef patty, cooked']","[0.69, 0.0]","[2.9, 15.45]","[29.7, 231.2]","[0.37, 21.63]",USA,natural,Tonight's dinner is a medium patty of cooked ground beef with a tablespoon of regular sour cream on top.
"['Potato chips, NFS']",[15.07],[9.51],[148.96],[1.79],USA,metric,"For a quick snack, I’m eating 28 grams of potato chips."
"['BREAD', 'MEAT, GRILLED CHICKEN', 'PORK MEAT SOUP']","[22.0, 0.0, 10.700000000000001]","[1.1, 4.8, 6.699999999999999]","[119.0, 226.0, 196.0]","[5.3, 45.8, 23.900000000000002]",ROU,metric,"I had a lunch that included 50g of bread, 150g of grilled chicken, and 434.2g of pork meat soup."
"['Pizza with meat other than pepperoni, from frozen, medium crust', 'Chocolate milk, ready to drink, whole']","[177.12, 25.64]","[66.04, 8.41]","[1608.55, 205.84]","[75.88, 7.86]",USA,natural,I'm eating a medium frozen pizza topped with meat and drinking a cup of whole chocolate milk for dinner.
"['Crackers, cheese (Goldfish)', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread']","[26.74, 48.38]","[10.23, 18.74]","[220.05, 402.08]","[4.92, 14.07]",USA,natural,"For lunch, I'm having a small bag of Goldfish cheese crackers and a peanut butter and jelly sandwich on wheat bread."
"['Wheat bread', 'Yoghurt, cow milk']","[19.36, 22.32]","[0.72, 6.12]","[100, 171]","[3.36, 6.84]",STP,metric,Breakfast today includes 40 grams of wheat bread and 180 grams of cow milk yogurt.
"['Squash, baby food, strained', 'Custard pudding, baby food, flavor other than chocolate, strained']","[6.47, 18.08]","[0.23, 2.26]","[31.64, 96.05]","[0.92, 1.81]",USA,natural,"For dinner, I'm having a jar of strained baby food squash and a jar of strained custard pudding that isn't chocolate."
"['BREAD WITH CHEESE, NOT DETERMINED', 'CASSAVA, COOKING WITHOUT FATS/OILS', 'COFFEE WITH MILK, NOT DETERMINED', 'SUGAR, NOT APPLICABLE', 'SUN-DRIED MEAT, COOKING WITHOUT FATS/OILS']","[78.32, 89.07, 1.81, 4.95, 0.0]","[20.94, 0.72, 0.82, 0.0, 14.12]","[616, 360, 18, 20, 196]","[30.16, 1.92, 0.86, 0.01, 17.37]",BRA,metric,"For my dinner, I prepared 200g of bread with cheese, along with 300g of cassava cooked without fats. I also had a 50g coffee with milk, added 5g of sugar, and included 65g of sun-dried meat."
"['Chives, PROCESS = Steaming', 'French beans (with pods), PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Without added salt', 'Onions, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PHYSICAL-STATE = Paste', 'Tomatoes, PROCESS = Frying, QUALITATIVE-INFO = Red, QUALITATIVE-INFO = Ripe / mature']","[0.1, 16.3, 0.1, 0.0, 0.0, 0.1, 0.7, 0.5]","[0.0, 0.5, 0.0, 62.4, 0.0, 0.0, 0.0, 0.0]","[1, 88, 1, 561, 0, 1, 3, 3]","[0.1, 4.8, 0.0, 0.0, 0.0, 0.1, 0.2, 0.1]",COD,metric,"I’m having a lunch that consists of 1.6g of steamed chives, 67.9g of boiled French beans, and 1.7g of boiled onions, all without salt. I used 62.4g of red palm oil and added 1.4g of salt. I also incorporated half a gram of beef stock, 3.7g of tomato paste, and 13.1g of fried ripe tomatoes."
"['Couscous with chicken and vegetable oil', 'Cucumber salad with olive oil']","[123.44999999999999, 8.24]","[34.100000000000016, 7.73]","[929, 107]","[38.0, 1.6000000000000003]",TUN,metric,I enjoyed 726.1g of chicken couscous and a side of cucumber salad weighing 113.5g with some olive oil for lunch.
['Chorizo'],[0.39],[4.22],[51.9],[2.9],USA,natural,I took a slice of chorizo for my snack.
"['Milk, low fat (1%)', 'Peanut butter sandwich, with regular peanut butter, on whole wheat bread']","[12.66, 34.39]","[2.32, 18.74]","[104.92, 349.6]","[8.25, 14.04]",USA,metric,I’m enjoying 244 grams of low-fat milk and a 92-gram peanut butter sandwich on whole wheat bread for breakfast.
"['Pork chop, fried, lean only eaten', 'Roll, white, soft']","[0.03, 14.03]","[1.68, 1.09]","[60.68, 78.12]","[10.78, 2.74]",USA,natural,"For lunch, I'm having a thin cut fried lean pork chop, along with a small soft white roll."
"['BREAD WHITE', 'CARROT, COOKED', 'FISH, BROILED', 'PAPAD', 'POTATO, BOILED']","[98.4, 1.5, 0.04, 1.8, 3.06]","[7.18, 0.04, 3.5, 0.1, 0.64]","[540, 6, 71, 11, 19]","[18.86, 0.15, 9.55, 0.77, 0.28]",LKA,metric,"For lunch, I had 200g of white bread, 15g of cooked carrots, 43g of broiled fish, 3g of papad, and 15g of boiled potatoes."
"['Milk, reduced fat (2%)', 'Cereal (General Mills Cheerios)']","[11.98, 20.5]","[4.64, 1.85]","[122, 104.16]","[8.17, 3.47]",USA,metric,"This morning, I poured 28 grams of Cheerios into a bowl and added 244 grams of reduced fat milk."
"['Rice, white, cooked, made with oil', 'Beef steak, braised, lean and fat eaten']","[44.32, 0]","[5.09, 17.67]","[246.13, 336.34]","[4.24, 41.27]",USA,metric,"For lunch, I had 163 grams of cooked white rice made with oil and 134 grams of braised beef steak."
"['Ice cream, vanilla', 'Potato chips, baked, flavored', 'Topping, butterscotch or caramel']","[17.7, 19.89, 11.4]","[8.25, 5.07, 0.0]","[155.25, 130.76, 43.2]","[2.62, 1.39, 0.24]",USA,natural,"For a snack, I'm having an individual container of vanilla ice cream topped with a tablespoon of butterscotch sauce and a small bag of baked flavored potato chips."
"['Breadsticks, soft, stuffed with melted cheese', 'Orange, raw']","[22.21, 21.15]","[8.76, 0.22]","[203.13, 84.6]","[8.83, 1.69]",USA,natural,"For lunch, I ate one medium cheese-stuffed breadstick alongside a cup of orange."
"['Cheeseburger, from fast food, 1 medium patty']",[30.72],[26.75],[490.05],[29.57],USA,natural,"For dinner, I ate one cheeseburger with a medium patty from a fast food chain."
"['Fruit juice drink (Capri Sun)', 'Potato chips, restructured, flavored', 'Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread']","[18.6, 11.01, 48.38]","[0.13, 7.01, 18.74]","[72.54, 108.4, 402.08]","[0, 0.92, 14.07]",USA,metric,"For lunch, I'm having a Capri Sun fruit juice drink (186.0 grams), 186 grams of flavored potato chips (20.0 grams), and a peanut butter and jelly sandwich on wheat bread (112.0 grams) that weighs 112 grams."
"['Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread', 'Popsicle', 'Milk, reduced fat (2%)', 'Applesauce, unsweetened']","[41.91, 9.62, 11.98, 10.14]","[18.76, 0.12, 4.64, 0.09]","[379.68, 39.5, 122, 37.8]","[14.04, 0, 8.17, 0.15]",USA,metric,"For dinner, I had a peanut butter and jelly sandwich weighing 112.0g, made with regular peanut butter and reduced sugar jelly on wheat bread. I also had a popsicle that was 50.0g, a cup of reduced fat milk (2%) at 244.0g, and some unsweetened applesauce, which was 90.0g."
"['Crab, hard shell, steamed', 'Shrimp, steamed or boiled']","[0.0, 0.12]","[0.88, 0.13]","[97.58, 9.1]","[21.13, 1.74]",USA,natural,"For dinner, I’m having a king crab leg that’s been steamed, along with a jumbo shrimp that’s also steamed."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety, breakfast meal (refined),raw *b', '* onion, large bulb, fresh, raw *boiled*', '* rape leaves,fresh,raw, *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'sugar,brown,raw (zambia sugar)', 'sugarcane,raw(nzimbe)']","[3.7, 9.5, 0.7, 3.8, 0.9, 27.0, 36.1]","[11.3, 0.2, 0.0, 0.3, 0.0, 0.0, 0.3]","[130, 44, 3, 19, 4, 104, 150]","[5.9, 0.9, 0.1, 1.3, 0.2, 0.0, 1.7]",ZMB,metric,"I started my day with 23 grams of groundnut powder, 12 grams of maize flour, and 7 grams of fresh boiled onion. I added 38 grams of boiled rape leaves, 22 grams of ripe tomato, and topped it off with 27 grams of brown sugar and 278 grams of raw sugarcane."
"['Cheese flavored corn snacks (Cheetos)', 'Peanuts, roasted, salted']","[45.5, 7.63]","[30.61, 26.25]","[476.0, 299.5]","[4.97, 14.02]",USA,natural,"For my snack, I’ve got a large single-serving bag of cheese-flavored corn snacks and a package of roasted peanuts."
"['Soft drink, fruit flavored, caffeine free', 'Potato chips, barbecue flavored']","[53.13, 15.66]","[0.1, 8.7]","[209.6, 136.36]","[0.26, 1.82]",USA,natural,"For a snack, I'm having a bottle of caffeine-free fruit-flavored soft drink and a small bag of barbecue-flavored potato chips."
"['BEANS (BLACK, MULATTO, PURPLE, PINK, ETC.), NOT DETERMINED', 'JUICE, NOT DETERMINED', 'LETTUCE, RAW', 'PORK MEAT, FRYING', 'RICE (POLISHED, PARBOILED, NEEDLE, NEEDLED, ETC.), NOT DETERMINED', 'SUGAR, NOT APPLICABLE']","[9.93, 40.66, 1.25, 0.0, 29.13, 47.53]","[1.17, 0.53, 0.08, 115.9, 1.59, 0.0]","[54, 178, 6, 1705, 138, 191]","[3.19, 3.31, 0.76, 165.1, 2.4, 0.08]",BRA,metric,"I’m having a lunch that includes 68g of various beans, 480g of undetermined juice, 70g of fresh lettuce, 561g of fried pork, 100g of parboiled rice, and 48g of sugar."
"['Flan', 'Nutritional drink or shake, ready-to-drink (Ensure)']","[73.27, 42.54]","[12.56, 6.38]","[452.4, 264.6]","[13.7, 9.58]",USA,metric,I have 260 grams of flan along with a 252-gram Ensure nutritional drink for dinner.
"['Rice, white, with carrots and dark green vegetables, NS as to fat', 'Cookie, chocolate chip']","[38.77, 13.07]","[4.21, 4.94]","[211.56, 98.4]","[4.15, 1.02]",USA,metric,"I’ve got a lunch of 172 grams of rice with some carrots and dark green veggies, plus a chocolate chip cookie weighing 20 grams."
"['Chocolate milk, ready to drink, low fat', 'Pizza, cheese, from school lunch, thin crust']","[25.17, 44.46]","[2.75, 11.23]","[158.72, 350.74]","[8.58, 18.06]",USA,metric,Lunch today consists of 248 grams of chocolate milk and 142 grams of thin crust cheese pizza.
"['EGG SOUP', 'PINOL BEVERAGE W/WATER & SUGAR', 'TORTILLA, MAIZE BASED']","[4.61, 24.939999999999998, 49.84]","[9.51, 0.31, 1.11]","[155, 102, 226]","[12.33, 0.63, 5.99]",GTM,metric,"For breakfast today, I had egg soup weighing 139.9g, a 26.7g pinol beverage, and a maize tortilla that weighed 111g."
"['Chapatti, brown rice flour without ghee', 'Fish, herring, curry']","[107.2, 2.7]","[3.9, 14.5]","[509, 180]","[10.1, 11.1]",PAK,metric,Lunch today includes 120.5 grams of chapatti and 61.9 grams of herring curry.
"['Soft drink, fruit flavored, caffeine free', 'Burrito with meat and beans']","[37.72, 27.97]","[0.07, 19.19]","[148.8, 358.56]","[0.19, 18.36]",USA,metric,"For my snack, I’m enjoying a caffeine-free fruit-flavored soft drink weighing 372 grams along with a 166-gram burrito packed with meat and beans."
"['Banana, raw', 'Yogurt, nonfat milk, flavors other than fruit', 'Fruit and vegetable smoothie, bottled']","[28.78, 17.75, 31.07]","[0.42, 0.31, 0.64]","[112.14, 112.2, 131.44]","[1.37, 9.45, 1.49]",USA,metric,"For a snack, I had a raw banana weighing 126 grams, some nonfat yogurt that’s flavored, which is 170 grams, and a bottled fruit and vegetable smoothie that’s 248 grams."
"['Soft drink, fruit flavored, caffeine containing, diet', 'Potato, french fries, fast food', 'Big Mac (McDonalds)']","[0.0, 74.59, 44.14]","[0.0, 26.51, 28.9]","[0.0, 561.6, 535.05]","[0.36, 6.17, 24.48]",USA,natural,"For dinner, I'm having a 12 fl oz diet fruit soda, a large order of fries, and one Big Mac from McDonald's."
"['Injera, millet, fermented']",[178.5],[3.3],[764],[19.1],ETH,metric,Lunch today is 466 grams of millet injera that’s been fermented.
"['Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal']",[30.56],[15.47],[334.25],[20.4],USA,natural,"For dinner, I'm having a Banquet frozen meal that includes a chicken patty and some potatoes and vegetables."
"['Bread, whole wheat, with raisins']",[20.42],[1.43],[98.64],[2.78],USA,natural,I’m starting my day with a slice of medium whole wheat bread that has raisins in it.
"['Fruit juice drink (Capri Sun)', 'Pizza with pepperoni, from frozen, medium crust']","[18.6, 30.27]","[0.13, 11.61]","[72.54, 276.42]","[0.0, 12.68]",USA,natural,I’ve got a Capri Sun juice drink and a slice of medium crust frozen pepperoni pizza for dinner.
"['Pretzels, hard, plain, salted', 'Tangerine, raw']","[8.04, 14.54]","[0.29, 0.34]","[38.4, 57.77]","[1.0, 0.88]",USA,natural,"For a snack, I’m having a rod of plain salted hard pretzels and a tangerine."
"['Chewing gum, regular', 'Banana, raw']","[3.87, 28.78]","[0.01, 0.42]","[14.4, 112.14]","[0.0, 1.37]",USA,natural,"This morning, I grabbed a banana and a piece of regular chewing gum."
"['Oatmeal, instant, other flavors, no added fat', 'Tea, hot, leaf, black']","[32.97, 0.72]","[2.04, 0]","[166.26, 2.4]","[3.98, 0]",USA,metric,"I made some instant oatmeal, about 163 grams, and brewed a cup of hot black tea weighing 240 grams for breakfast."
"['BREAD WHEAT, SWEET', 'CEREAL W/MILK', 'COFFEE SUBSTITUTE OF CEREAL GRAIN W/SUGAR']","[13.53, 42.94, 21.869999999999997]","[2.78, 9.09, 0.25]","[88, 290, 85]","[2.26, 9.71, 0.21]",GTM,metric,"For my snack, I have 24g of sweet wheat bread, 286g of cereal with milk, and 22.7g of a coffee substitute that's made from cereal grain and sweetened with sugar."
"['Sausage on biscuit', 'Hot chocolate / Cocoa, ready to drink']","[35.09, 41.02]","[28.57, 3.82]","[434.07, 225.68]","[11.31, 6.75]",USA,natural,I’ve got a sausage on a biscuit and a cup of ready-to-drink hot chocolate for breakfast.
"['Frankfurter or hot dog sandwich, meat and poultry, plain, on white bread']",[16.79],[15.51],[241.4],[8.47],USA,natural,I’ve got a plain hot dog sandwich made with a frankfurter on bread for lunch.
"['PLAIN TEA', 'TEA BUNS']","[0.3, 34.3]","[0.0, 4.72]","[1, 205]","[0.0, 6.4]",LKA,metric,"For a quick snack, I made some tea with 100g of plain tea and I'm having 64g of tea buns on the side."
